dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed;clienID;lat;long
2023-06-07 09:03:25.821086;69.12464703204843;242;129;127;77;20;20;3;13;3;33173;36;33040;903;X46789_5;48.76402992;1.93126037
2023-06-07 09:03:25.922238;71.58040925519532;241;129;127;77;20;20;3;13;3;33162;33;33048;903;X46789_5;48.76403084477778;1.9312619376944444
2023-06-07 09:03:26.024268;72.7169906598114;239;129;126;80;20;20;3;13;3;33159;36;33068;903;X46789_5;48.76403176955556;1.931263505388889
2023-06-07 09:03:26.126490;72.79822580744295;239;129;127;77;20;20;2;13;4;33164;44;33062;903;X46789_5;48.76403269433333;1.9312650730833334
2023-06-07 09:03:26.227559;73.00297168235892;237;129;128;75;20;20;2;12;4;33164;41;33049;922;X46789_5;48.76403361911111;1.9312666407777777
2023-06-07 09:03:26.328545;70.65793678596931;237;130;128;76;20;20;1;13;3;33166;35;33049;934;X46789_5;48.76403454388889;1.9312682084722221
2023-06-07 09:03:26.429668;70.65793678596931;237;130;128;76;20;20;1;13;3;33179;42;33067;934;X46789_5;48.76403546866667;1.9312697761666666
2023-06-07 09:03:26.532848;71.41510333385693;237;130;128;74;20;20;1;13;4;33179;42;33082;934;X46789_5;48.76403639344444;1.931271343861111
2023-06-07 09:03:26.634388;69.35937617897163;237;130;127;74;20;20;1;13;5;33195;32;33074;934;X46789_5;48.76403731822222;1.9312729115555556
2023-06-07 09:03:26.735592;66.8039302322394;237;130;127;74;20;20;1;13;5;33195;29;33074;952;X46789_5;48.764038243;1.93127447925
2023-06-07 09:03:26.836674;67.04984999161842;239;130;127;79;20;20;1;13;6;33195;29;33074;939;X46789_5;48.76403916777778;1.9312760469444443
2023-06-07 09:03:26.939538;67.04984999161842;239;129;127;79;20;20;0;13;6;33195;39;33088;943;X46789_5;48.764040092555554;1.9312776146388888
2023-06-07 09:03:27.040454;69.75936809323174;239;129;127;83;20;20;1;13;6;33195;43;33088;924;X46789_5;48.764041017333334;1.9312791823333333
2023-06-07 09:03:27.141426;69.03828957792186;239;129;126;83;20;20;1;13;6;33181;43;33080;934;X46789_5;48.76404194211111;1.9312807500277778
2023-06-07 09:03:27.242458;69.46402605966308;237;129;125;83;20;20;1;13;5;33181;48;33080;934;X46789_5;48.764042866888886;1.9312823177222223
2023-06-07 09:03:27.343888;69.46402605966308;238;129;125;83;20;20;1;13;4;33181;48;33093;945;X46789_5;48.764043791666666;1.9312838854166667
2023-06-07 09:03:27.445052;71.63051638920585;238;129;125;87;20;20;0;12;5;33181;48;33088;939;X46789_5;48.764044716444445;1.931285453111111
2023-06-07 09:03:27.547280;68.66679032284141;238;129;125;83;20;20;0;13;5;33163;47;33088;933;X46789_5;48.764045641222225;1.9312870208055555
2023-06-07 09:03:27.648781;68.66679032284141;238;129;125;80;20;20;0;13;5;33163;46;33105;933;X46789_5;48.764046566;1.9312885885
2023-06-07 09:03:27.750323;67.0004323411644;237;129;125;80;20;20;0;13;6;33175;46;33104;936;X46789_5;48.76404749077778;1.9312901561944444
2023-06-07 09:03:27.851515;64.35274981875956;238;129;125;76;20;20;0;12;6;33170;45;33094;928;X46789_5;48.76404841555556;1.931291723888889
2023-06-07 09:03:27.952757;64.55836985835894;237;129;126;81;20;20;0;12;5;33182;45;33094;938;X46789_5;48.76404934033334;1.9312932915833334
2023-06-07 09:03:28.054074;67.21173904468449;236;129;125;76;20;20;1;13;5;33182;48;33094;957;X46789_5;48.76405026511111;1.9312948592777777
2023-06-07 09:03:28.155432;66.17222145995677;236;129;125;80;20;20;1;13;6;33182;42;33094;957;X46789_5;48.76405118988889;1.9312964269722221
2023-06-07 09:03:28.256646;68.53296179311882;237;129;124;76;20;20;1;13;6;33163;42;33076;957;X46789_5;48.76405211466667;1.9312979946666666
2023-06-07 09:03:28.358472;70.70317066093017;236;129;125;75;20;20;0;12;5;33174;42;33069;957;X46789_5;48.76405303944445;1.931299562361111
2023-06-07 09:03:28.459657;70.70317066093017;236;129;125;74;20;20;0;11;5;33174;42;33069;947;X46789_5;48.76405396422222;1.9313011300555556
2023-06-07 09:03:28.560901;70.70317066093017;237;129;125;79;20;20;0;12;5;33159;48;33069;935;X46789_5;48.764054889;1.93130269775
2023-06-07 09:03:28.662301;72.00581166661779;238;129;124;82;20;20;0;12;5;33178;48;33069;935;X46789_5;48.76405581377778;1.9313042654444443
2023-06-07 09:03:28.763620;69.71694607582282;239;129;124;85;20;20;0;12;6;33193;55;33075;935;X46789_5;48.76405673855555;1.9313058331388888
2023-06-07 09:03:28.864850;71.83821955477597;240;128;124;85;20;20;0;12;6;33175;59;33066;930;X46789_5;48.76405766333333;1.9313074008333333
2023-06-07 09:03:28.966196;70.23855863068833;240;128;124;82;20;20;0;12;7;33175;59;33072;949;X46789_5;48.76405858811111;1.9313089685277778
2023-06-07 09:03:29.067512;71.1024550485203;240;128;124;87;20;20;0;12;7;33183;53;33059;949;X46789_5;48.76405951288889;1.9313105362222223
2023-06-07 09:03:29.168852;69.83645361502882;240;128;125;90;20;20;0;12;7;33182;58;33070;949;X46789_5;48.764060437666664;1.9313121039166667
2023-06-07 09:03:29.270223;68.28289037636164;241;128;124;89;20;20;0;11;7;33170;66;33058;939;X46789_5;48.764061362444444;1.931313671611111
2023-06-07 09:03:29.371388;66.22878825413858;241;128;124;89;20;20;0;11;8;33169;61;33066;939;X46789_5;48.764062287222224;1.9313152393055555
2023-06-07 09:03:29.473687;66.94543758330268;241;128;124;91;20;20;0;11;9;33182;70;33047;951;X46789_5;48.764063212;1.931316807
2023-06-07 09:03:29.575263;66.62617419525499;243;128;124;95;20;20;0;12;9;33182;65;33047;936;X46789_5;48.764064136777776;1.9313183746944445
2023-06-07 09:03:29.676580;67.1695251305974;243;128;125;97;20;20;1;12;8;33182;65;33047;949;X46789_5;48.764065061555556;1.931319942388889
2023-06-07 09:03:29.778001;67.1695251305974;242;128;124;94;20;20;1;12;8;33182;74;33052;960;X46789_5;48.764065986333335;1.9313215100833332
2023-06-07 09:03:29.913148;66.6114677394151;242;128;124;94;20;20;0;12;7;33178;74;33060;950;X46789_5;48.764066911111115;1.9313230777777777
2023-06-07 09:03:30.015786;66.2692512761735;244;128;124;94;20;20;0;13;6;33164;82;33042;941;X46789_5;48.76406783588889;1.9313246454722222
2023-06-07 09:03:30.118830;63.59618004750147;242;128;124;98;20;20;0;13;6;33182;82;33042;941;X46789_5;48.76406876066667;1.9313262131666666
2023-06-07 09:03:30.220288;63.59618004750147;241;127;125;97;20;20;0;12;5;33195;90;33042;941;X46789_5;48.76406968544445;1.9313277808611111
2023-06-07 09:03:30.321461;63.59618004750147;239;126;124;97;20;20;0;11;4;33177;95;33027;951;X46789_5;48.76407061022222;1.9313293485555556
2023-06-07 09:03:30.423072;64.28523717667422;238;126;125;92;20;20;0;11;4;33177;94;33027;951;X46789_5;48.764071535;1.9313309162499999
2023-06-07 09:03:30.524262;64.12970164397082;239;126;125;94;20;20;0;11;4;33181;89;33027;938;X46789_5;48.76407245977778;1.9313324839444443
2023-06-07 09:03:30.625753;66.8283210757374;241;126;126;90;20;20;0;11;4;33181;92;33040;950;X46789_5;48.76407338455556;1.9313340516388888
2023-06-07 09:03:30.727471;66.8283210757374;242;126;127;85;20;20;1;11;5;33190;89;33046;942;X46789_5;48.76407430933333;1.9313356193333333
2023-06-07 09:03:30.828857;68.28752990017765;241;126;127;82;20;20;2;12;6;33190;86;33056;942;X46789_5;48.76407523411111;1.9313371870277778
2023-06-07 09:03:30.930364;69.67452141930073;242;126;127;77;20;20;2;12;6;33192;78;33059;939;X46789_5;48.76407615888889;1.9313387547222223
2023-06-07 09:03:31.032093;67.05020004957643;242;126;126;74;20;20;2;13;6;33192;87;33056;941;X46789_5;48.76407708366667;1.9313403224166665
2023-06-07 09:03:31.134720;67.05020004957643;242;126;127;74;20;20;2;13;7;33192;87;33052;941;X46789_5;48.76407800844444;1.931341890111111
2023-06-07 09:03:31.235906;67.05020004957643;243;126;127;76;20;20;2;13;7;33195;87;33060;934;X46789_5;48.76407893322222;1.9313434578055555
2023-06-07 09:03:31.337077;67.05020004957643;243;126;128;76;20;20;2;13;7;33195;87;33060;948;X46789_5;48.764079858;1.9313450255
2023-06-07 09:03:31.438320;69.75103463986902;243;126;128;75;20;20;2;13;7;33183;94;33050;948;X46789_5;48.764080782777775;1.9313465931944445
2023-06-07 09:03:31.540635;68.07649093604313;244;125;127;78;20;20;2;12;6;33191;85;33038;948;X46789_5;48.764081707555555;1.931348160888889
2023-06-07 09:03:31.641715;68.07649093604313;245;125;127;79;20;20;3;12;5;33191;85;33049;948;X46789_5;48.764082632333334;1.9313497285833332
2023-06-07 09:03:31.743023;68.07649093604313;244;126;126;79;20;20;3;13;5;33181;90;33049;948;X46789_5;48.764083557111114;1.9313512962777777
2023-06-07 09:03:31.844265;68.41483469121121;246;125;125;74;20;20;2;13;5;33195;98;33035;948;X46789_5;48.76408448188889;1.9313528639722222
2023-06-07 09:03:31.945610;69.1985600549328;247;125;125;74;20;20;3;13;5;33195;98;33035;942;X46789_5;48.764085406666666;1.9313544316666666
2023-06-07 09:03:32.047130;70.56975127175524;248;125;125;77;20;20;3;13;6;33185;99;33035;938;X46789_5;48.764086331444446;1.9313559993611111
2023-06-07 09:03:32.148306;67.83901291580705;248;125;125;77;20;20;2;13;6;33185;99;33016;944;X46789_5;48.764087256222226;1.9313575670555556
2023-06-07 09:03:32.249528;69.74358714597517;249;125;126;77;20;20;3;13;6;33185;107;33033;964;X46789_5;48.764088181;1.9313591347499999
2023-06-07 09:03:32.350774;69.94007375028957;248;126;126;74;20;20;4;12;7;33185;107;33028;964;X46789_5;48.76408910577778;1.9313607024444444
2023-06-07 09:03:32.452007;69.72091082200066;248;126;126;69;20;20;3;12;7;33182;107;33017;979;X46789_5;48.76409003055556;1.9313622701388888
2023-06-07 09:03:32.553219;72.30121109417905;250;125;126;68;20;20;4;12;8;33195;104;33000;987;X46789_5;48.76409095533334;1.9313638378333333
2023-06-07 09:03:32.654520;72.26962058395314;250;125;126;67;20;20;4;11;8;33195;104;32981;987;X46789_5;48.76409188011111;1.9313654055277778
2023-06-07 09:03:32.755692;73.08570641183606;250;124;126;71;20;20;3;11;8;33195;96;32981;969;X46789_5;48.76409280488889;1.9313669732222223
2023-06-07 09:03:32.856970;71.10312384849762;251;125;125;72;20;20;3;11;8;33195;98;32978;959;X46789_5;48.76409372966667;1.9313685409166665
2023-06-07 09:03:32.958228;71.10312384849762;253;125;125;77;20;20;3;11;8;33195;98;32963;971;X46789_5;48.76409465444444;1.931370108611111
2023-06-07 09:03:33.059680;71.33537721684912;253;125;124;77;20;20;3;11;9;33195;96;32977;985;X46789_5;48.76409557922222;1.9313716763055555
2023-06-07 09:03:33.160875;68.93632883541328;252;126;124;81;20;20;3;10;9;33195;96;32996;985;X46789_5;48.764096504;1.931373244
2023-06-07 09:03:33.262172;70.37049037692309;251;126;124;81;20;20;3;10;8;33195;93;32993;988;X46789_5;48.76409742877778;1.9313748116944445
2023-06-07 09:03:33.363184;70.00754790185218;250;126;124;84;20;20;3;10;7;33195;94;33007;988;X46789_5;48.76409835355555;1.931376379388889
2023-06-07 09:03:33.464352;70.00754790185218;250;127;124;83;20;20;2;10;8;33195;87;32994;970;X46789_5;48.76409927833333;1.9313779470833332
2023-06-07 09:03:33.565575;72.2089937949725;249;127;124;80;20;20;2;10;8;33195;91;32991;990;X46789_5;48.76410020311111;1.9313795147777777
2023-06-07 09:03:33.667323;70.184727496543;248;126;124;80;20;20;2;9;8;33187;91;33001;974;X46789_5;48.76410112788889;1.9313810824722222
2023-06-07 09:03:33.768428;69.68296145672038;248;126;125;80;20;20;2;10;8;33195;85;32993;973;X46789_5;48.764102052666665;1.9313826501666667
2023-06-07 09:03:33.869828;68.0109756504298;250;127;125;76;20;20;2;10;7;33195;85;32993;977;X46789_5;48.764102977444445;1.9313842178611111
2023-06-07 09:03:33.971693;70.91329564547515;250;127;124;80;20;20;2;10;7;33180;85;32993;982;X46789_5;48.764103902222224;1.9313857855555556
2023-06-07 09:03:34.072926;71.89757161982617;249;127;124;82;20;20;3;10;6;33180;85;32993;981;X46789_5;48.764104827;1.9313873532499999
2023-06-07 09:03:34.174195;73.7568304562884;249;128;124;82;20;20;4;9;6;33177;80;33005;988;X46789_5;48.76410575177778;1.9313889209444444
2023-06-07 09:03:34.275421;72.79881884904869;251;128;125;81;20;20;5;8;7;33175;80;33005;988;X46789_5;48.764106676555556;1.9313904886388888
2023-06-07 09:03:34.376561;75.31210160857196;250;128;126;81;20;20;5;8;7;33193;80;32999;984;X46789_5;48.764107601333336;1.9313920563333333
2023-06-07 09:03:34.477771;74.24606900105059;250;128;126;83;20;20;5;7;7;33177;80;32999;983;X46789_5;48.76410852611111;1.9313936240277778
2023-06-07 09:03:34.579130;72.49995795063838;251;128;125;81;20;20;4;7;7;33195;87;32999;983;X46789_5;48.76410945088889;1.9313951917222223
2023-06-07 09:03:34.680320;72.49995795063838;251;127;125;84;20;20;5;7;7;33195;87;32999;979;X46789_5;48.76411037566667;1.9313967594166666
2023-06-07 09:03:34.781439;74.41514181126138;251;127;125;84;20;20;6;8;7;33195;87;33000;959;X46789_5;48.76411130044445;1.931398327111111
2023-06-07 09:03:34.884367;75.05626742700203;251;127;124;89;20;20;6;9;8;33195;78;33001;977;X46789_5;48.76411222522222;1.9313998948055555
