dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed;clienID;lat;long
2023-06-07 09:03:44.242569;85.86918210085965;244;125;130;83;20;20;2;11;1;33190;180;33042;937;X46789_5;48.76419638;1.931542555
2023-06-07 09:03:44.343931;83.99633508914971;243;124;130;84;20;20;2;11;1;33188;180;33023;937;X46789_5;48.76419730477778;1.9315441226944443
2023-06-07 09:03:44.445449;82.93931899041;245;124;130;84;20;20;2;10;2;33195;180;33014;917;X46789_5;48.764198229555554;1.9315456903888888
2023-06-07 09:03:44.548165;82.93931899041;245;125;129;83;20;20;1;10;3;33195;184;33006;917;X46789_5;48.76419915433333;1.9315472580833333
2023-06-07 09:03:44.649380;80.76612130674478;244;125;129;81;20;20;1;10;2;33195;192;33007;920;X46789_5;48.76420007911111;1.9315488257777778
2023-06-07 09:03:44.750762;83.02560002491494;244;124;128;82;20;20;1;10;2;33195;202;32992;924;X46789_5;48.76420100388889;1.9315503934722222
2023-06-07 09:03:44.852091;83.02560002491494;242;124;128;80;20;20;0;11;3;33195;202;32992;929;X46789_5;48.764201928666665;1.9315519611666667
2023-06-07 09:03:44.953298;80.76301419960875;243;124;128;85;20;20;0;12;2;33195;194;32997;929;X46789_5;48.764202853444445;1.931553528861111
2023-06-07 09:03:45.054854;80.35579712036879;243;125;129;85;20;20;0;12;2;33192;188;32978;909;X46789_5;48.764203778222225;1.9315550965555555
2023-06-07 09:03:45.156066;79.52920864939931;243;125;129;85;20;20;0;12;2;33195;195;32979;912;X46789_5;48.764204703;1.93155666425
2023-06-07 09:03:45.257261;80.96771819284264;244;125;129;87;20;20;0;13;2;33195;195;32964;903;X46789_5;48.76420562777778;1.9315582319444444
2023-06-07 09:03:45.358609;80.43820404135607;244;125;129;91;20;20;1;13;1;33195;198;32977;888;X46789_5;48.76420655255556;1.931559799638889
2023-06-07 09:03:45.459815;83.07272333744568;244;124;129;91;20;20;1;13;1;33195;198;32988;879;X46789_5;48.764207477333336;1.9315613673333334
2023-06-07 09:03:45.561023;83.07272333744568;244;124;130;91;20;20;2;13;1;33180;195;32990;867;X46789_5;48.76420840211111;1.9315629350277776
2023-06-07 09:03:45.662284;85.81101649171997;244;124;130;91;20;20;2;13;1;33180;192;33002;859;X46789_5;48.76420932688889;1.9315645027222221
2023-06-07 09:03:45.763486;84.57724662892433;243;125;130;94;20;20;1;13;1;33195;192;33007;859;X46789_5;48.76421025166667;1.9315660704166666
2023-06-07 09:03:45.864706;84.31484033034235;242;124;129;95;20;20;1;13;1;33195;192;33023;859;X46789_5;48.76421117644445;1.931567638111111
2023-06-07 09:03:45.966038;84.31484033034235;242;125;129;90;20;20;1;13;1;33179;192;33012;868;X46789_5;48.76421210122222;1.9315692058055556
2023-06-07 09:03:46.067283;84.31484033034235;242;125;128;85;20;20;1;13;2;33177;192;33021;865;X46789_5;48.764213026;1.9315707735
2023-06-07 09:03:46.168474;82.2453584868497;242;126;129;83;20;20;1;13;1;33188;202;33006;874;X46789_5;48.76421395077778;1.9315723411944443
2023-06-07 09:03:46.269644;84.4651151743747;241;126;130;83;20;20;0;13;0;33195;194;33006;874;X46789_5;48.76421487555556;1.9315739088888888
2023-06-07 09:03:46.371010;84.4651151743747;240;125;130;81;20;20;0;13;0;33195;194;33000;879;X46789_5;48.76421580033333;1.9315754765833333
2023-06-07 09:03:46.472235;84.4651151743747;240;125;130;84;20;20;0;13;0;33178;189;33000;865;X46789_5;48.76421672511111;1.9315770442777778
2023-06-07 09:03:46.573591;83.33259726755702;239;126;131;87;20;20;1;13;0;33178;187;33018;855;X46789_5;48.76421764988889;1.9315786119722222
2023-06-07 09:03:46.675046;83.3716250341822;241;126;130;83;20;20;2;13;0;33179;189;33018;855;X46789_5;48.764218574666664;1.9315801796666667
2023-06-07 09:03:46.776279;82.39189191737121;241;126;131;87;20;20;1;13;0;33167;197;33015;857;X46789_5;48.764219499444444;1.931581747361111
2023-06-07 09:03:46.877501;79.68669500673316;241;126;131;82;20;20;2;13;0;33167;198;33021;852;X46789_5;48.76422042422222;1.9315833150555555
2023-06-07 09:03:46.979061;77.16259913754256;240;126;130;87;20;20;1;13;0;33156;205;33037;852;X46789_5;48.764221349;1.93158488275
2023-06-07 09:03:47.080250;75.52863151041127;238;126;131;85;20;20;1;13;0;33152;205;33037;839;X46789_5;48.764222273777776;1.9315864504444444
2023-06-07 09:03:47.181494;77.29815445684406;239;126;131;89;20;20;2;13;1;33158;205;33034;827;X46789_5;48.764223198555555;1.931588018138889
2023-06-07 09:03:47.283158;76.71604885072588;239;125;130;92;20;20;1;12;2;33158;207;33034;821;X46789_5;48.764224123333335;1.9315895858333334
2023-06-07 09:03:47.384375;77.7750948095565;239;125;131;91;20;20;0;12;3;33158;198;33034;825;X46789_5;48.764225048111115;1.9315911535277777
2023-06-07 09:03:47.485604;77.73735091634774;239;125;131;91;20;20;0;12;3;33151;207;33041;814;X46789_5;48.76422597288889;1.9315927212222221
2023-06-07 09:03:47.587016;78.43858893597569;240;125;132;91;20;20;0;13;3;33136;207;33041;818;X46789_5;48.76422689766667;1.9315942889166666
2023-06-07 09:03:47.688366;78.43858893597569;238;124;131;88;20;20;0;13;3;33140;211;33058;808;X46789_5;48.76422782244445;1.931595856611111
2023-06-07 09:03:47.790011;80.37913894923278;238;124;131;88;20;20;1;12;2;33126;216;33070;808;X46789_5;48.76422874722222;1.9315974243055556
2023-06-07 09:03:47.892598;78.11122858068444;238;124;131;92;20;20;1;12;2;33126;216;33070;811;X46789_5;48.764229672;1.931598992
2023-06-07 09:03:47.993768;81.10947744884692;238;124;131;92;20;20;1;12;1;33122;209;33070;811;X46789_5;48.76423059677778;1.9316005596944443
