dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed;clienID;lat;long
2023-06-07 09:02:58.154636;2.226709730018917;85;133;126;69;20;20;2;1;13;32901;118;32995;1583;X46789_1;48.884410362500006;2.26250224
2023-06-07 09:02:58.256071;3.467328574944877;85;133;126;64;20;20;2;1;13;32914;111;33002;1566;X46789_1;48.88440952208334;2.2625088537777778
2023-06-07 09:02:58.357352;3.467328574944877;85;133;127;64;20;20;2;2;13;32909;111;33013;1557;X46789_1;48.88440868166667;2.2625154675555557
2023-06-07 09:02:58.459662;3.467328574944877;87;133;127;69;20;20;2;1;13;32911;103;33031;1557;X46789_1;48.88440784125;2.262522081333333
2023-06-07 09:02:58.560857;6.071986463078028;85;133;127;66;20;20;2;2;13;32911;102;33044;1555;X46789_1;48.884407000833335;2.262528695111111
2023-06-07 09:02:58.662421;6.071986463078028;85;133;127;66;20;20;3;1;13;32894;95;33056;1555;X46789_1;48.88440616041667;2.262535308888889
2023-06-07 09:02:58.764203;7.326064405123231;86;133;127;67;20;20;3;1;12;32890;98;33056;1547;X46789_1;48.88440532;2.2625419226666668
2023-06-07 09:02:58.865440;6.579190662053723;87;133;127;67;20;20;3;1;12;32902;89;33067;1547;X46789_1;48.88440447958334;2.262548536444444
2023-06-07 09:02:58.967144;6.276764474001502;87;133;127;69;20;20;2;0;12;32890;95;33058;1545;X46789_1;48.88440363916667;2.262555150222222
2023-06-07 09:02:59.068723;5.112266450265405;88;133;127;69;20;20;2;1;12;32883;99;33038;1553;X46789_1;48.88440279875;2.262561764
2023-06-07 09:02:59.206811;5.70200572704746;89;133;126;70;20;20;2;1;12;32883;95;33038;1535;X46789_1;48.884401958333335;2.262568377777778
2023-06-07 09:02:59.307954;5.70200572704746;88;133;126;67;20;20;2;0;12;32866;89;33038;1519;X46789_1;48.88440111791667;2.2625749915555553
2023-06-07 09:02:59.410138;6.478916846455796;89;133;126;65;20;20;2;0;11;32866;87;33043;1502;X46789_1;48.8844002775;2.262581605333333
