dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed;clienID;lat;long
2023-06-07 09:03:44.134993;51.03875801241455;159;126;128;9;20;20;2;1;1;33070;250;32804;1558;X46789_3;48.72291733;1.325907345
2023-06-07 09:03:44.243540;50.806102883885245;158;126;129;6;20;20;1;0;1;33070;250;32804;1558;X46789_3;48.72291790283334;1.3259094067500001
2023-06-07 09:03:44.344805;51.456334463681955;158;127;129;4;20;20;2;0;0;33054;253;32785;1558;X46789_3;48.72291847566667;1.3259114685
2023-06-07 09:03:44.448078;50.34951830847854;159;127;130;4;20;20;2;0;1;33050;255;32800;1558;X46789_3;48.7229190485;1.32591353025
2023-06-07 09:03:44.549763;53.12827875682002;158;127;130;4;20;20;2;1;1;33063;255;32793;1560;X46789_3;48.72291962133333;1.325915592
2023-06-07 09:03:44.651422;53.12827875682002;157;127;129;9;20;20;3;1;1;33075;255;32807;1560;X46789_3;48.72292019416667;1.32591765375
2023-06-07 09:03:44.752616;52.97028149613392;157;127;128;11;20;20;4;0;1;33075;255;32823;1558;X46789_3;48.722920767;1.3259197155
2023-06-07 09:03:44.854059;50.21331353747849;158;127;127;16;20;20;3;0;1;33068;255;32829;1540;X46789_3;48.722921339833334;1.32592177725
2023-06-07 09:03:44.955673;50.21331353747849;158;126;127;16;20;20;3;0;1;33049;253;32843;1538;X46789_3;48.72292191266667;1.325923839
2023-06-07 09:03:45.058485;47.98170202606658;158;126;127;19;20;20;3;1;1;33031;248;32843;1538;X46789_3;48.7229224855;1.32592590075
2023-06-07 09:03:45.159763;45.4298116487158;159;126;128;15;20;20;3;1;1;33031;250;32843;1538;X46789_3;48.722923058333336;1.3259279625
2023-06-07 09:03:45.260992;42.68043910503668;161;126;128;13;20;20;2;2;2;33025;246;32843;1547;X46789_3;48.722923631166665;1.32593002425
2023-06-07 09:03:45.362240;39.9052632852179;163;126;127;12;20;20;2;3;2;33025;246;32843;1544;X46789_3;48.722924204;1.3259320860000001
2023-06-07 09:03:45.463621;38.94412475763486;162;126;127;8;20;20;2;4;2;33020;249;32859;1558;X46789_3;48.72292477683333;1.32593414775
2023-06-07 09:03:45.565120;38.43924217396594;161;126;127;10;20;20;2;5;2;33012;250;32850;1558;X46789_3;48.72292534966667;1.3259362095
2023-06-07 09:03:45.666917;38.43924217396594;163;125;126;15;20;20;3;5;1;33023;245;32864;1558;X46789_3;48.7229259225;1.32593827125
2023-06-07 09:03:45.768299;38.43924217396594;164;125;125;15;20;20;4;5;1;33023;235;32855;1576;X46789_3;48.72292649533333;1.325940333
2023-06-07 09:03:45.870328;40.36249645055313;164;125;125;20;20;20;3;6;1;33032;235;32855;1586;X46789_3;48.72292706816667;1.32594239475
2023-06-07 09:03:45.972218;39.31008086073142;163;126;124;24;20;20;3;7;1;33037;235;32838;1570;X46789_3;48.722927641;1.3259444565
2023-06-07 09:03:46.074628;39.31008086073142;165;127;124;29;20;20;3;7;0;33021;244;32855;1570;X46789_3;48.722928213833335;1.32594651825
2023-06-07 09:03:46.175824;41.91112735002192;165;127;124;25;20;20;4;6;0;33012;250;32837;1570;X46789_3;48.72292878666667;1.32594858
2023-06-07 09:03:46.276994;44.43093423167345;165;127;124;25;20;20;4;6;0;33012;255;32839;1570;X46789_3;48.7229293595;1.32595064175
2023-06-07 09:03:46.378225;44.98053911499981;165;128;125;23;20;20;4;6;1;33026;246;32839;1565;X46789_3;48.72292993233334;1.3259527035
2023-06-07 09:03:46.479428;44.98053911499981;166;128;126;24;20;20;4;6;0;33043;246;32839;1562;X46789_3;48.722930505166666;1.3259547652500001
2023-06-07 09:03:46.580624;47.94921450887508;168;128;126;20;20;20;4;6;0;33044;246;32841;1546;X46789_3;48.722931078;1.325956827
2023-06-07 09:03:46.682348;47.94921450887508;169;128;126;22;20;20;4;6;0;33061;253;32841;1546;X46789_3;48.72293165083333;1.32595888875
2023-06-07 09:03:46.783762;47.979822557663;171;128;126;25;20;20;5;6;1;33071;245;32828;1546;X46789_3;48.72293222366667;1.3259609505
2023-06-07 09:03:46.885162;47.979822557663;172;128;126;29;20;20;4;6;1;33059;243;32828;1546;X46789_3;48.722932796500004;1.3259630122500001
2023-06-07 09:03:46.986572;50.382844140741796;172;128;126;29;20;20;4;5;1;33040;247;32828;1560;X46789_3;48.72293336933333;1.325965074
2023-06-07 09:03:47.087804;52.860046286114084;173;128;126;24;20;20;4;4;1;33054;238;32817;1542;X46789_3;48.72293394216667;1.32596713575
2023-06-07 09:03:47.189146;52.860046286114084;173;128;126;24;20;20;4;3;1;33060;240;32817;1547;X46789_3;48.722934515;1.3259691975
2023-06-07 09:03:47.290354;52.42496766836318;173;128;127;19;20;20;4;3;0;33060;234;32817;1561;X46789_3;48.722935087833335;1.32597125925
2023-06-07 09:03:47.391633;52.42496766836318;173;128;126;19;20;20;4;3;0;33060;243;32826;1559;X46789_3;48.722935660666664;1.325973321
2023-06-07 09:03:47.492939;52.42496766836318;173;127;126;19;20;20;3;3;1;33079;234;32830;1559;X46789_3;48.7229362335;1.32597538275
2023-06-07 09:03:47.594214;50.67788670354647;172;127;127;19;20;20;3;3;0;33061;237;32830;1568;X46789_3;48.72293680633334;1.3259774445
2023-06-07 09:03:47.695489;52.874109827594154;173;127;128;19;20;20;3;3;0;33057;242;32830;1551;X46789_3;48.722937379166666;1.32597950625
2023-06-07 09:03:47.796684;53.03862673472086;174;127;128;19;20;20;3;3;0;33057;251;32827;1551;X46789_3;48.722937952;1.325981568
2023-06-07 09:03:47.898267;55.95198872709206;176;127;128;20;20;20;3;3;0;33050;243;32812;1542;X46789_3;48.72293852483333;1.32598362975
2023-06-07 09:03:47.999956;55.95198872709206;178;127;128;20;20;20;3;3;0;33064;245;32805;1541;X46789_3;48.72293909766667;1.3259856915000001
2023-06-07 09:03:48.101623;57.57393864715112;179;127;127;17;20;20;3;3;0;33053;244;32802;1539;X46789_3;48.722939670500004;1.32598775325
2023-06-07 09:03:48.203061;57.57393864715112;179;127;127;16;20;20;3;3;1;33053;235;32802;1539;X46789_3;48.72294024333333;1.325989815
2023-06-07 09:03:48.304245;60.295577119264024;178;127;126;16;20;20;3;4;1;33053;235;32806;1551;X46789_3;48.72294081616667;1.32599187675
2023-06-07 09:03:48.405407;60.69822700266638;178;127;127;19;20;20;2;5;1;33054;230;32821;1554;X46789_3;48.722941389;1.3259939385000001
2023-06-07 09:03:48.506935;58.54930386097572;178;128;127;24;20;20;3;5;1;33070;227;32821;1561;X46789_3;48.722941961833335;1.32599600025
2023-06-07 09:03:48.607898;55.81079494618497;178;128;127;24;20;20;3;5;2;33070;228;32811;1561;X46789_3;48.722942534666664;1.325998062
2023-06-07 09:03:48.709032;56.97222348245392;178;128;128;26;20;20;3;4;1;33070;237;32797;1572;X46789_3;48.7229431075;1.32600012375
2023-06-07 09:03:48.810824;56.97222348245392;180;128;129;26;20;20;3;5;1;33051;239;32808;1568;X46789_3;48.72294368033334;1.3260021855
2023-06-07 09:03:48.911982;59.18445557800305;181;128;129;30;20;20;4;6;2;33051;232;32808;1587;X46789_3;48.722944253166666;1.32600424725
2023-06-07 09:03:49.013359;56.77874298065813;179;128;128;29;20;20;3;6;3;33051;232;32828;1587;X46789_3;48.722944826;1.326006309
2023-06-07 09:03:49.114782;56.77874298065813;179;128;129;29;20;20;3;7;3;33051;223;32838;1587;X46789_3;48.72294539883333;1.32600837075
2023-06-07 09:03:49.215866;57.05233931741274;178;128;129;26;20;20;3;7;4;33051;221;32822;1596;X46789_3;48.72294597166667;1.3260104325
2023-06-07 09:03:49.317486;55.44484550707328;178;128;129;26;20;20;3;7;4;33057;220;32818;1606;X46789_3;48.722946544500005;1.32601249425
2023-06-07 09:03:49.418892;57.76555210505174;178;127;128;22;20;20;3;6;3;33066;226;32799;1606;X46789_3;48.722947117333334;1.326014556
2023-06-07 09:03:49.520151;59.67788844535616;178;127;128;22;20;20;3;6;3;33066;231;32799;1618;X46789_3;48.72294769016667;1.3260166177500001
2023-06-07 09:03:49.621223;59.67788844535616;179;126;127;21;20;20;4;5;4;33073;231;32801;1618;X46789_3;48.722948263;1.3260186795
2023-06-07 09:03:49.722194;58.43472102203584;181;126;126;26;20;20;4;5;5;33056;231;32815;1626;X46789_3;48.722948835833336;1.32602074125
2023-06-07 09:03:49.824189;58.62055441693986;181;127;127;26;20;20;4;6;5;33075;226;32814;1622;X46789_3;48.722949408666665;1.326022803
2023-06-07 09:03:49.925418;56.72063877076526;181;127;126;25;20;20;4;5;5;33060;226;32814;1622;X46789_3;48.7229499815;1.32602486475
2023-06-07 09:03:50.026780;57.71243234836479;183;127;125;30;20;20;4;5;5;33068;217;32809;1622;X46789_3;48.72295055433334;1.3260269265
2023-06-07 09:03:50.128137;56.169381313410206;183;127;125;25;20;20;3;5;5;33061;208;32805;1637;X46789_3;48.72295112716667;1.32602898825
2023-06-07 09:03:50.274025;53.42414968923629;185;127;124;26;20;20;3;5;6;33050;210;32818;1641;X46789_3;48.7229517;1.32603105
2023-06-07 09:03:50.375698;53.42414968923629;185;127;124;27;20;20;3;5;6;33069;210;32822;1649;X46789_3;48.72295227283333;1.32603311175
2023-06-07 09:03:50.476982;54.21341063163813;185;127;124;23;20;20;3;5;6;33059;210;32803;1655;X46789_3;48.72295284566667;1.3260351735
2023-06-07 09:03:50.578327;54.61176070036847;185;127;124;20;20;20;4;4;7;33077;214;32803;1655;X46789_3;48.7229534185;1.32603723525
2023-06-07 09:03:50.679621;54.61176070036847;183;127;125;20;20;20;3;5;7;33087;212;32803;1675;X46789_3;48.722953991333334;1.3260392970000001
2023-06-07 09:03:50.780902;57.258720668031515;184;127;125;22;20;20;3;5;7;33078;204;32791;1695;X46789_3;48.72295456416667;1.32604135875
2023-06-07 09:03:50.882278;57.14333730748065;185;127;125;22;20;20;3;6;8;33082;197;32791;1686;X46789_3;48.722955137;1.3260434205
2023-06-07 09:03:50.983735;56.48578652732235;183;127;125;22;20;20;3;6;8;33072;193;32783;1681;X46789_3;48.722955709833336;1.32604548225
2023-06-07 09:03:51.085017;55.967674581461154;182;127;124;26;20;20;4;6;8;33075;193;32792;1694;X46789_3;48.722956282666665;1.3260475440000001
2023-06-07 09:03:51.186352;53.53637269968912;183;127;124;24;20;20;4;6;8;33056;194;32785;1690;X46789_3;48.7229568555;1.32604960575
2023-06-07 09:03:51.287771;54.49801730536225;183;128;124;23;20;20;5;7;8;33044;194;32798;1707;X46789_3;48.72295742833334;1.3260516675
2023-06-07 09:03:51.389005;57.31876203119641;181;128;124;20;20;20;4;7;7;33037;194;32798;1707;X46789_3;48.72295800116667;1.32605372925
2023-06-07 09:03:51.490456;57.31876203119641;180;128;124;20;20;20;5;8;6;33036;194;32789;1707;X46789_3;48.722958574;1.326055791
2023-06-07 09:03:51.591724;57.31876203119641;180;128;125;17;20;20;5;7;7;33036;196;32801;1705;X46789_3;48.72295914683333;1.32605785275
