dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed;clienID;lat;long
2023-06-07 09:03:07.324603;61.21001159367657;160;124;127;19;20;20;9;5;0;33123;97;32845;1427;X46789_3;48.72271111;1.3251651150000001
2023-06-07 09:03:07.426186;61.65539900178901;160;124;127;17;20;20;9;5;0;33132;103;32845;1446;X46789_3;48.722711682833335;1.32516717675
2023-06-07 09:03:07.528566;61.65539900178901;160;124;127;17;20;20;9;5;0;33149;103;32830;1431;X46789_3;48.722712255666664;1.3251692385
2023-06-07 09:03:07.630186;59.67920887538212;161;124;127;18;20;20;8;6;0;33165;103;32848;1425;X46789_3;48.7227128285;1.32517130025
2023-06-07 09:03:07.732824;57.241919338263436;160;124;127;18;20;20;7;7;1;33172;103;32860;1428;X46789_3;48.72271340133334;1.3251733620000001
2023-06-07 09:03:07.834894;56.92710995851285;160;124;128;18;20;20;7;6;1;33169;105;32860;1419;X46789_3;48.722713974166666;1.32517542375
2023-06-07 09:03:07.936579;57.989249007611654;161;124;128;21;20;20;7;6;1;33175;103;32847;1404;X46789_3;48.722714547;1.3251774855
2023-06-07 09:03:08.038051;57.93383958195883;161;125;128;18;20;20;7;6;1;33179;103;32858;1394;X46789_3;48.72271511983333;1.32517954725
2023-06-07 09:03:08.141522;57.49817926245355;161;125;128;18;20;20;7;5;1;33179;96;32858;1393;X46789_3;48.72271569266667;1.325181609
2023-06-07 09:03:08.243139;57.49817926245355;163;125;128;13;20;20;7;6;0;33179;105;32839;1400;X46789_3;48.722716265500004;1.32518367075
2023-06-07 09:03:08.344482;58.789789807606546;162;125;127;15;20;20;8;6;0;33165;99;32858;1400;X46789_3;48.722716838333334;1.3251857325
2023-06-07 09:03:08.447420;59.15221612668298;162;125;126;15;20;20;9;6;0;33169;108;32858;1408;X46789_3;48.72271741116667;1.32518779425
2023-06-07 09:03:08.548813;59.15221612668298;161;125;125;17;20;20;9;6;1;33169;103;32863;1399;X46789_3;48.722717984;1.325189856
2023-06-07 09:03:08.650076;59.906638292981384;159;125;125;18;20;20;9;6;1;33185;106;32863;1403;X46789_3;48.722718556833335;1.32519191775
2023-06-07 09:03:08.751796;59.140715084329706;159;126;124;18;20;20;10;6;2;33192;106;32859;1403;X46789_3;48.722719129666665;1.3251939795
2023-06-07 09:03:08.853374;57.46004269133103;161;127;125;22;20;20;10;6;2;33173;106;32872;1403;X46789_3;48.7227197025;1.3251960412500001
2023-06-07 09:03:08.956267;57.46004269133103;162;127;125;25;20;20;11;6;2;33182;101;32863;1403;X46789_3;48.72272027533334;1.325198103
2023-06-07 09:03:09.057434;57.46004269133103;162;127;125;25;20;20;11;5;1;33182;101;32863;1416;X46789_3;48.72272084816667;1.32520016475
2023-06-07 09:03:09.158781;54.91596191297945;160;127;124;29;20;20;10;5;1;33176;101;32859;1408;X46789_3;48.722721421;1.3252022265
2023-06-07 09:03:09.259987;54.91596191297945;158;127;124;31;20;20;10;5;1;33176;101;32879;1423;X46789_3;48.72272199383333;1.32520428825
2023-06-07 09:03:09.396390;55.86027902619203;157;128;124;32;20;20;10;4;0;33161;103;32879;1409;X46789_3;48.72272256666667;1.32520635
2023-06-07 09:03:09.497988;58.203026433294916;158;128;124;31;20;20;10;3;0;33147;103;32862;1404;X46789_3;48.7227231395;1.32520841175
2023-06-07 09:03:09.599202;56.686161237501864;158;127;124;32;20;20;9;3;0;33131;103;32864;1385;X46789_3;48.722723712333334;1.3252104735
2023-06-07 09:03:09.700744;58.00534354298086;158;127;125;32;20;20;8;4;0;33112;95;32880;1384;X46789_3;48.72272428516667;1.32521253525
2023-06-07 09:03:09.802832;58.15495095736148;159;126;126;28;20;20;7;4;1;33116;94;32877;1384;X46789_3;48.722724858;1.325214597
2023-06-07 09:03:09.904093;55.272840643437384;160;126;127;28;20;20;7;4;1;33117;88;32877;1367;X46789_3;48.722725430833336;1.32521665875
2023-06-07 09:03:10.005283;55.272840643437384;159;126;127;32;20;20;8;4;2;33114;84;32896;1386;X46789_3;48.722726003666665;1.3252187205000001
2023-06-07 09:03:10.107589;54.92505056201169;160;125;127;28;20;20;8;5;3;33130;82;32896;1399;X46789_3;48.7227265765;1.32522078225
2023-06-07 09:03:10.208794;56.687702440987515;162;126;127;27;20;20;7;5;2;33124;88;32896;1409;X46789_3;48.72272714933334;1.325222844
2023-06-07 09:03:10.310090;56.49292313780177;162;126;126;28;20;20;7;4;1;33124;97;32912;1420;X46789_3;48.72272772216667;1.32522490575
2023-06-07 09:03:10.411509;56.63277872426161;162;127;125;24;20;20;8;4;1;33124;93;32911;1426;X46789_3;48.722728295;1.3252269675000001
2023-06-07 09:03:10.512564;54.867980852873266;161;127;125;21;20;20;8;4;1;33113;90;32902;1426;X46789_3;48.72272886783333;1.32522902925
2023-06-07 09:03:10.613716;51.89454415119276;160;127;126;16;20;20;8;3;1;33131;90;32916;1420;X46789_3;48.72272944066667;1.325231091
2023-06-07 09:03:10.714854;49.958254422641886;160;127;126;16;20;20;8;3;1;33112;87;32933;1434;X46789_3;48.7227300135;1.32523315275
2023-06-07 09:03:10.815887;49.793599635696985;159;127;126;16;20;20;7;4;1;33112;85;32914;1450;X46789_3;48.722730586333334;1.3252352145
2023-06-07 09:03:10.917738;51.827362812850076;160;127;127;14;20;20;6;4;1;33118;79;32914;1450;X46789_3;48.72273115916667;1.32523727625
2023-06-07 09:03:11.019075;51.32780149438539;160;127;128;18;20;20;6;4;2;33118;83;32923;1436;X46789_3;48.722731732;1.325239338
2023-06-07 09:03:11.120965;49.76964737186801;161;127;128;19;20;20;6;4;2;33118;91;32923;1436;X46789_3;48.722732304833336;1.32524139975
2023-06-07 09:03:11.223941;50.52545057924386;161;127;128;19;20;20;6;4;2;33134;98;32939;1422;X46789_3;48.722732877666665;1.3252434615
2023-06-07 09:03:11.325127;49.885396665639014;161;126;128;19;20;20;6;3;1;33134;98;32939;1439;X46789_3;48.7227334505;1.32524552325
2023-06-07 09:03:11.426291;47.92740061873433;160;126;128;22;20;20;7;4;2;33130;96;32939;1431;X46789_3;48.72273402333333;1.325247585
2023-06-07 09:03:11.527590;47.92740061873433;160;126;127;22;20;20;8;4;2;33149;91;32935;1417;X46789_3;48.72273459616667;1.3252496467500001
2023-06-07 09:03:11.629366;50.31881218263355;161;125;127;18;20;20;8;4;2;33158;92;32923;1424;X46789_3;48.722735169;1.3252517085
2023-06-07 09:03:11.730782;50.39640141240477;163;126;127;18;20;20;8;4;1;33172;97;32906;1422;X46789_3;48.72273574183333;1.32525377025
2023-06-07 09:03:11.832082;49.19891684167632;162;125;127;22;20;20;8;4;1;33180;102;32903;1408;X46789_3;48.72273631466667;1.325255832
2023-06-07 09:03:11.932953;49.19891684167632;161;126;127;24;20;20;8;3;1;33193;110;32903;1422;X46789_3;48.7227368875;1.32525789375
2023-06-07 09:03:12.034212;49.19891684167632;160;126;127;24;20;20;7;4;1;33180;118;32907;1440;X46789_3;48.722737460333335;1.3252599555
2023-06-07 09:03:12.135232;49.19891684167632;160;126;127;23;20;20;8;4;1;33187;118;32907;1449;X46789_3;48.72273803316667;1.32526201725
2023-06-07 09:03:12.236477;46.52637640241874;158;125;127;21;20;20;8;4;2;33172;118;32912;1468;X46789_3;48.722738606;1.325264079
2023-06-07 09:03:12.337637;46.52637640241874;159;125;126;21;20;20;7;4;2;33159;118;32912;1466;X46789_3;48.722739178833336;1.32526614075
2023-06-07 09:03:12.439148;46.37891250289896;159;125;127;18;20;20;6;4;3;33146;128;32907;1466;X46789_3;48.722739751666666;1.3252682025
2023-06-07 09:03:12.540186;46.561885878251374;159;124;127;23;20;20;6;3;3;33132;128;32907;1466;X46789_3;48.7227403245;1.32527026425
2023-06-07 09:03:12.641553;46.561885878251374;157;125;127;23;20;20;6;3;3;33132;129;32904;1466;X46789_3;48.72274089733333;1.3252723260000001
2023-06-07 09:03:12.742967;48.61879648151719;157;125;127;26;20;20;7;3;2;33117;129;32913;1466;X46789_3;48.72274147016667;1.32527438775
